,[Commits] Count,[Commits] Days since first,[Commits] Days since last,[Commits] Total lines added,[Commits] Total lines deleted,[Commits] Average additions,[Commits] Average deletions,[Commits] Average files changed,[Commits] Average message length (chars),[Commits] Per day,[Commits] Per day (True),[Commits] Maximum per day,[Contributors] Count,[Contributors Top-10] Average commits,[Contributors Top-10] Average participation weeks,[Contributors Top-10] Average additions,[Contributors Top-10] Average deletions,[Contributors Top-10] Average followers,[Contributors Top-10] Average following,[Contributors Top-10] Average public repositories,[Contributors Top-10] Average teams,[Contributors Top-10] Average stars,[Contributors Top-10] Average watchers,[Contributors Top-10] Average forks,[Forks] Count,[Forks] Per day (True),[Forks] Max per day,[Issues] Total comments,[Issues] Count,[Issues] Open,[Issues] Labels,[Issues] Average participants (beside creator),[Issues] Average assignees,[Issues] Average labels,[Issues] Average reactions,[Issues] Average closing time (days),[Issues] Average comment interval (days),[Issues] Average comments,[Issues] Average comment len (chars),[Issues] Average title len (chars),[Issues] Average body len (chars),[Issues] Per day,[Issues] Per day (True),[Issues] Maximum per day,[Issues] Closed to total,[Issues] Bugs to total,[Repo] Size,[Repo] Folders,[Repo] Files,[Repo] Topics,[Repo] Branches,[Repo] Age (days),[Repo] Workflows,[Repo] Programming Languages,[Repo] Milestones,[Repo] Watchers,[Repo] Deployments,[Repo] Readme length (chars),[Repo] Network members,[Pulls] Count,[Pulls] Closed to total,[Pulls] Total lines added,[Pulls] Total lines deleted,[Pulls] Average lines deleted,[Pulls] Average lines added,[Pulls] Average closing time (days),[Pulls] Average reviewers,[Pulls] Average comments,[Pulls] Average review comments,[Pulls] Average commits,[Pulls] Average assignees,[Pulls] Average body len (chars),[Pulls] Average title len (chars),[Pulls] Average files changed,[Pulls] Average labels,[Pulls] Mergeable to total,[Pulls] Merged to total,[Pulls] Created per day,[Pulls] Created per day (True),[Pulls] Maximum created per day,[Releases] Count,[Releases] Tags,[Releases] Total downloads,[Releases] Average body len (chars),[Releases] Average title len (chars),[Releases] Average assets,[Releases] Average asset downloads,[Releases] Average asset size,[Releases] Prereleases to total,[Releases] Per day created (True),[Releases] Per day published (True),[Releases] Downloads per day (True),[Stars] Count,[Stars] Per day,[Stars] Per day (True),[Stars] Maximum per day,[Workflow Runs] Count,[Workflow Runs] Successful to total,[Workflow Runs] Failed to total,[Workflow Runs] Skipped to total,[Workflow Runs] Average duration (ms),[Workflow Runs] Average success duration (ms),[Workflow Runs] Average failure duration (ms),[Workflow Runs] Average successes per day,[Workflow Runs] Average successes per day (True),[Workflow Runs] Average fails per day,[Workflow Runs] Average fails per day (True),[Contributors Top-100] Average commits,[Contributors Top-100] Average participation weeks,[Contributors Top-100] Average additions,[Contributors Top-100] Average deletions,[Releases] Drafts to total
[Commits] Per day (True),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0546177848142894,0.19355241700648268,0.4494998839863647,0.5956061011123835,0.11948668952140704,0.11337481878610325,-0.05959260975895069,-0.10661987260823745,-0.08847634046180733,,-0.06878770382714076,-0.08140327249249167,-0.0732672571780917,-0.002768262069190997,0.016193139966615703,-0.016133882254749345,0.5629989146016812,0.029621333867917845,0.4512427836939474,0.4093268967413467,0.035779086128626576,0.26475363925790896,0.34775550327304827,0.042725684626601645,-0.03641363384537338,-0.08067255040825398,0.06393340153663937,0.13304930999931977,0.320957176984478,0.1390235842562886,0.5180007171017982,0.546064400637945,0.0676177715184204,0.03849642651370575,0.39700353773585106,0.16348624700365977,0.3595829427127764,0.16294712620517474,0.07855814039658285,0.025263604795260502,-0.2452844170687104,0.10514429720104723,-0.0011048765399688967,0.0048458215140283626,-0.021402758628173077,0.030124982776576867,-0.021926191413862314,-0.0016526831020161321,0.10325992538419519,-0.17018954674186454,0.12543562967222777,0.060637511972969384,-0.01000400201104599,0.16025332634331274,-0.09104445170651435,0.10867850245734356,0.026564108522832156,0.24281606229248948,0.02566638147252836,0.004496020968951663,0.11312233529271375,0.25869101826164037,0.03656540776342611,-0.0013912500984551727,-0.07080965483913196,-0.02830580141141695,0.1954925831190025,0.23250527915908095,0.040596310993371056,-0.014309713689889782,0.128302612175343,0.1298935332280017,0.4102682347503504,0.013760389051496109,0.20635357671624108,1.786106382011783e-05,0.04879353533478211,0.05723025218082411,0.22381660492801958,0.2287197319040425,0.16570332802810525,-0.022848728212509144,-0.05601940825539069,-0.019038233879346687,-0.03183047180067621,0.10100776383450667,0.060910017732810386,0.03742365879446781,0.026565809970200815,0.016494001764733802,0.026792069436298603,0.015473960602993634,0.10907038175924999,0.3121328385947263,0.06938565243025281,0.4457086772707046,-0.1006374104114718,0.0018044761450421232,-0.052859505120029106,-0.04268796368509078,
[Commits] Maximum per day,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05039678648262821,0.2031750798867367,0.1255312037017133,0.49878567110679745,0.5062302561337633,-0.023184970390810238,-0.0772972407096356,-0.03329009939357754,,-0.02720650798448627,-0.013596989589416256,-0.031562051279986854,-0.027504091469335454,-0.027199227184126287,-0.037272519229235156,-0.06369571913346189,-0.044724586129144615,-0.03686258714121493,0.030102353191604064,-0.03701256910242415,-0.04708188511397336,-0.07600666302887966,0.0010431381772212564,-0.005539752029766928,-0.02933693903536577,-0.05183798447511031,0.1242152299457182,0.049837106225231624,0.053916979765967626,-0.032357799197916856,-0.0354113414491323,-0.01899576669121782,-0.01903647452410686,-0.07785435748703444,0.1307772823750829,0.017791137476351894,0.017351836206336062,-0.07715009176034829,-0.02854723527064687,-0.07907202758206902,0.016448409229682413,0.06697076462912344,-0.052927452966647685,-0.02440655005168351,0.15894526109655968,-0.03503806456005645,-0.027788040815448837,-0.043471146396021475,-0.002871573348554809,-0.015211897103869327,-0.01746030602672,-0.0005634166318954747,0.1244561033201544,-0.01255020791897459,-0.034003922625550555,-0.019217847497977027,-0.031025338292135028,0.018863391172030154,-0.037915584883955473,0.009034714323133177,-0.04786143409862203,0.0047450810682328395,0.14165721127985706,-0.07507925557124079,-0.264031411663968,-0.028496953057579044,-0.035665839618507486,0.03916611022235565,-0.02030064639479179,0.0010109136103713205,-0.026808854038942065,-0.01419015160692519,-0.006129441217354163,-0.035867483437703254,-0.023420736503808985,-0.012449759350778845,-0.08857508077572517,-0.012263830174116969,-0.009396251807111355,-0.02783093200299365,-0.023195133146373018,-0.039427049042219456,-0.017556003782311713,-0.044884744335255945,0.007519531434085606,-0.013345201544099424,0.1464928682572989,-0.015745101262335914,0.4548592303087627,0.3212146487248972,0.5158141096472316,-0.0159609773494643,-0.0008732197188803336,0.13981991301094499,0.12909697424958544,-0.32359374846153577,-0.6638886505732774,-0.20009313291103667,-0.26744358582362254,
[Contributors] Count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43451016416870825,0.529512683812154,0.12575067002266696,0.13585627731816283,-0.04520417791954898,-0.07157768523005775,0.2347440213128367,,-0.05025625486346783,-0.030331476243358645,-0.08953069204860081,0.4636608583023031,0.37194326372250236,0.2635631263163475,0.7193592747453204,0.4199728950975036,0.42960349288126753,0.5993050405563314,0.3224436044965599,0.17228872923944383,0.38480761330318675,0.23019764218771882,0.11714547417556141,-0.029346325664031562,0.361205505844886,0.2540319504456831,0.36081991426102894,0.29539151657675955,0.3796489828836005,0.40841940566107154,0.12277428198287721,0.2317430412765164,0.1906449839467835,0.30271208347756223,0.38672611402571544,0.19856386948514382,0.1535727658388189,0.36195968864738365,0.0425735644643475,0.33909530088280204,0.13848265740851648,0.24922087959942882,0.3686804192918463,0.2843117555155244,0.017379010279108553,0.42926730795343915,0.7127724487395241,0.1889960985750723,0.5042825090666861,0.4498805447399279,-0.058870017221745743,0.05510810571984835,-0.13627641845289157,0.2668987882848362,0.2971836446092168,0.3254215372805359,0.0004721651448115682,0.1951855860968902,0.2992832060324812,0.28931307061200034,0.014165709651116432,0.4038091675923968,-0.30032409565611096,-0.07432291693345383,0.568934399128338,0.658559361560825,0.5869859074400802,0.20136965660070083,0.2362916863753941,0.23376047512694992,0.4444911926371046,-0.11256811312788982,0.17097966507312998,0.05110627205292941,0.016528094943586397,0.16962962819781352,0.16741755342209827,0.1779946465812792,0.1889285979011998,0.40518511831402726,-0.10244921441694026,0.30521014636889826,0.12212885135048462,0.31513681545215316,0.17807889949573416,0.1278819282887662,0.28024952251365914,0.19221257356081986,0.11067687792251152,0.1223605975716197,0.28728277210747033,0.19521831782836466,0.36362480692014826,0.3483357610011114,-0.39948092086230297,0.060414379671045106,-0.4229800670061152,-0.34068345549756,
[Contributors Top-10] Average commits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8392446942764827,0.39432776128118907,0.40020955935612734,-0.11645951137335239,-0.253437400393212,-0.02484787520203762,,-0.14613612223138847,-0.13853876479344243,-0.15930623353062753,0.061612153184930143,0.02401369516623519,0.10502122051595021,0.6054446210750328,0.21163982601511594,0.4126666379455942,0.5772968736489428,0.14408931223806867,0.3702722655873562,0.3025229399275007,0.03180874757731348,0.0772421263624015,0.07866857366160132,0.20408700053010148,0.2883450926137149,0.32877638560904787,0.26148727746165096,0.310644766041385,0.35752666066224686,0.10481202493168705,0.1184088221191293,0.35594105729296477,0.32114359849580404,0.2385412557423204,0.0850329002112638,0.186044739575343,0.21504378672721963,0.04766148387871847,0.12891640939751542,0.155517613421017,0.0571618324849838,0.001223614937602173,0.1977865471292044,-0.04940804662353553,0.00514319926822432,0.3939897719552408,0.04154649166879932,0.3592782597338906,0.29911757062938304,-0.0005698054580703168,0.36700408847353805,-0.12115846862877772,0.08983017967569162,0.16146054222927916,0.20895758825778898,0.3302075462543976,0.1195021856751527,0.09506643825216358,0.27457051052882686,0.16800513443529502,0.1702910418624382,-0.2394133610584989,-0.16451734507411495,0.26659199721361826,0.3439921189397162,0.14040251039277687,0.2501390714180053,0.2661521843216585,0.18050988124698514,0.4727908808070101,-0.09601803811934245,0.2165637767188142,0.014400419379581378,0.11135886837670413,0.12945933037730348,0.29583779199555404,0.2627057586412731,0.1260472339849157,0.04666359232265799,-0.11790264511315945,0.048994549874978706,-0.053215702930592794,0.21895192520297993,0.07263663563238992,0.08758960225795431,0.20555515400800364,0.19488171962314432,0.3490607543336571,0.26571321717726964,0.2295760498205641,0.22831863990122914,0.38970479358333154,0.2934334303614578,,,,,
[Contributors Top-10] Average participation weeks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3324661029404553,0.3455907493421637,-0.09660541601776255,-0.24614081835515716,-0.02221714708740685,,-0.1367820286664932,-0.12809297058535782,-0.14525806093341256,0.10616229408871887,0.04445497598823348,0.19208901687929703,0.6985967376824369,0.1872595513133743,0.4911506587041547,0.6171420867688612,0.2253586062719701,0.3925776340668818,0.33309106519593157,0.02297720325666485,0.11601740410502948,0.02548995834092219,0.3407338359136657,0.3802026888890061,0.45259259618669845,0.37041735945173254,0.3206250715850022,0.35481432938879953,0.18882385713568847,0.14639588861097627,0.27528419368709955,0.3469770595665027,0.2613589086589481,0.09757434848184732,0.13251599878713927,0.18288143612021368,-0.008532750236479092,0.0937743900129018,0.1883072160909721,0.03540819422399039,0.018527385029805384,0.12947774137078716,-0.018945120263731664,0.018239896593215437,0.48974481587500124,-0.025675687628815336,0.4230022502807738,0.37114637902299485,-0.004581477552468279,0.30617461441310534,-0.1008621483395724,0.16936582650394497,0.29238576422077694,0.3971539855980335,0.1794709746826805,0.15396033114495533,0.1813727545659533,0.4305351140313756,0.12295813047424839,0.1582804409260074,-0.24034219203849289,-0.21453204569019957,0.3348894451853341,0.4445743714689072,0.18223888867951554,0.1829258887083446,0.26400896276080354,0.2767765225085783,0.5206987278522965,-0.03171955886345892,0.2639833287120999,0.03457094677035731,0.11558579507278349,0.13525978966487712,0.22344095740607484,0.218355226268554,0.20093371028190918,0.07802773464633639,-0.10540634084447346,0.06231953996879837,-0.030027209486870127,0.26566633701322845,0.07008040273797352,0.040540036702749235,0.20587769447801765,0.09648492257687977,0.1895676966099597,0.14349035571525118,0.27127056280965034,0.32142343363809356,0.3082006218810511,0.46885891738379687,,,,,
[Contributors Top-10] Average additions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9950329703085814,-0.042822588112688076,-0.13670929000628115,-0.07568861301196708,,-0.06576295193560323,-0.0779865526420803,-0.07104305418476736,0.07544736591242539,0.0955320299626248,0.07280173730438447,0.057763507699220555,0.04121188672631073,0.05557301549798846,0.1462967206811221,-0.026265732607254084,0.031107572487624954,-0.004025228137673421,-0.03717470485288547,-0.026090757579921974,-0.025841044590562457,0.0037380887384791703,0.30291162052633774,0.09792451230930166,0.05110076918316986,0.0239348204084258,0.039747969693987466,0.013348023971379084,0.011188721370910183,0.02421475969931194,0.20527706105467072,0.060898987270452065,0.07569878985553577,0.015675142283645742,0.0645660994989208,-0.03855253337565043,0.08683941442038465,0.01763642034529509,-0.030045791822822215,0.00589922430201007,0.08562080187639294,-0.005859676679323097,0.030543508753738402,0.04642326566913389,0.07103969804009089,0.12481258016603311,0.14341882898012828,0.08506499563390324,0.3048753727473436,-0.008886509294545476,-0.008327495691197992,-0.03223808296725757,-0.008036330198813795,0.017088707731117928,-0.01592021063822003,-0.007675503608208379,0.026009269369357987,0.13184881034048104,0.05528819786945873,-0.09725002775285847,-0.16104304984220635,0.08693034831127386,0.074914546969103,-0.0016569302908097294,0.056940751529408126,0.022316128155246865,0.038625647699114384,0.11346658071952964,-0.0472303355764254,0.022407406598235473,0.0016561403703630696,0.09260281329129856,-0.0093876472227928,0.017644200560707462,0.015917294998341908,0.022355314066637617,0.022625638794310326,-0.06849394700856472,0.027896034773905964,-0.06301095218514297,0.010250446381356219,-0.029987605865763593,0.0738055411831654,0.04077597981265043,0.09417835429659864,0.7014752500480586,0.18676907464402026,0.0021152436816545173,-0.0014589793163326725,0.11783958850420395,0.007836048521150513,,,,,
[Contributors Top-10] Average deletions,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.03959647351251948,-0.13121566700970771,-0.05601798410637042,,-0.06118240334672004,-0.07187581613757324,-0.06726247186481872,0.09091118136288463,0.11263334079382045,0.08862346918566676,0.048117945312635545,0.0371636376144163,0.05506737311755517,0.14136439654637234,-0.026385587646139717,0.026870403410127187,-0.001216913757727146,-0.031918817908643544,-0.024771624617557487,-0.022562138620031303,0.0007167206646405101,0.2881408222776267,0.08841171273805756,0.04700278961298724,0.021233849550011483,0.03690229417991313,0.011423940899413738,0.0049663109152751446,0.027371146038016696,0.21399109452621784,0.0473087301934202,0.07176202837744815,0.021705227103753576,0.061509226333221666,-0.03720130902477318,0.09939668884715719,0.015876113107629413,-0.03494352930773127,0.010692474555426027,0.08398149474708816,-0.008907259445331307,0.03917260505908208,0.05066368673118827,0.0710280794334199,0.13180774909816034,0.161627872828044,0.10443837346260092,0.2967031307805338,-0.002959934842254928,-0.021313406743136133,-0.02710680224081424,-0.023623254735198596,0.014105803112361258,-0.017722385757550033,-0.009249564879138852,0.01596986900159052,0.14589498788391078,0.05932552900554244,-0.09416345021287546,-0.15966398529318693,0.09673529155768826,0.07950643938790945,0.0009244729411139568,0.07176464986283769,0.028400070532844407,0.026387462411881897,0.11757792079320936,-0.04415949442090296,0.009440583140188941,0.0006846147210160322,0.05025836115494595,-0.01686967363568657,0.03354352721214481,0.03305957813635481,0.013481796659360832,0.031191815384656287,-0.062247409693539826,0.03540579107106557,-0.05898474809463499,0.007283538200773866,-0.03427028994458375,0.07383651220676947,0.03575862602586165,0.09004149078705205,0.6922442959899096,0.19011882034185526,8.42175060415053e-05,-0.005964386460600632,0.11761051257951731,0.004348344187813855,,,,,
[Contributors Top-10] Average followers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17613517165378945,0.09125184722230191,,0.9632053885487435,0.9603616101894262,0.9672358028877589,0.05506516967426631,0.0027933228231779026,0.0400283519606405,-0.024105173944337883,-0.014096094893973517,-0.09138516698571078,-0.09693644485245304,0.1711520151495708,-0.2032352876065602,-0.16062509579645584,0.2900492606086652,-0.1744361214088892,-0.02151850607139352,0.09605973127149456,-0.037745341528732,0.05165594165387787,-0.03370839208708468,-0.08946866572500817,-0.06641116302129367,-0.05733988843827007,0.13584807949387354,-0.10000838233097102,-0.09064987860637262,-0.11374652556585092,-0.08067785221972525,-0.19851211523363466,0.006992557985066921,0.051571509614718264,-0.0571943328056152,-0.012249810282650242,0.015700251448416403,0.132136866788364,0.04289747991766783,0.1655168169510732,0.05480140717655306,-0.020695622487635613,0.07129095169077397,-0.05644569791303523,-0.03185677382411546,-0.03194629716860464,-0.07902849141730049,-0.15403425467350432,-0.08458466482654273,-0.0377718330390572,0.12341012098795202,-0.05647320583368004,-0.12803235199177126,-0.12355045403318697,-0.058731250640403784,-0.0993948268593846,-0.10058432185182667,-0.04970879799359681,0.11224359027265196,-0.026482660077122112,-0.03901006501514049,-0.03699855995951621,-0.03773326647585266,-0.06498148507665297,-0.043921642060814434,0.0003603360816761886,-0.10385272633095603,-0.07437499101419913,-0.06255358449342344,-0.05132499515733464,-0.02821963314945182,0.0665280105039807,0.07808688049866513,-0.05058209932370368,0.14834473289333036,-0.05947293346451758,0.1594923363033026,0.012070992672674493,-0.05913821590109412,-0.06339239301120513,0.12789754750525711,0.016476524563552912,-0.02092819301848267,-0.07678069276083599,-0.01523027527521387,-0.08592800806585833,-0.08695565486499593,-0.06649735038055343,-0.05353902529561946,,,,,
[Contributors Top-10] Average following,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2825487249864535,,0.22022186228258098,0.24619091402781118,0.1999102991584465,0.04564064008775605,0.013237418451695881,-0.018407541112875854,-0.08170411884617884,-0.07970927764388439,-0.09201974106837056,-0.1985080224571931,0.1336954677915259,-0.24799798604024811,-0.20372974899979052,0.17484365859154988,-0.0984261309557599,0.00046789412892033903,0.02916627887389988,-0.22569643240963932,-0.2953609439755429,0.04667730469608365,-0.11861837666552223,-0.10838698757192927,-0.11183620368037599,0.07934181543095857,-0.07889480742159383,-0.14761435306472623,-0.16598524059245554,-0.12816654891508217,-0.0353417498876072,-0.064434786025449,-0.048979838295327836,-0.08664719628467317,-0.044889760171500655,-0.09836873357672843,0.16438083802441658,-0.06673421830076365,-0.031064372933737573,0.0812825115039896,-0.033574896991678094,0.05912950149618032,-0.1268614726794973,-0.07357404487644043,0.1526593885332945,-0.17690474747643362,-0.11186161683962012,-0.08388548480111162,-0.08645095676282809,-0.07193916589692484,-0.11742392810636254,-0.1261452029845767,-0.14615871130238306,-0.23583421254389644,-0.026126625272754302,-0.22193262525040744,0.010470946586638365,0.1641951531712551,-0.07071814477203014,-0.07946671198208884,0.00189978380432104,-0.020312509918417272,-0.09146152367663848,0.00832248014198959,-0.11301131450188748,-0.08953263264891383,0.0313496998793792,-0.12086176244099295,-0.12135201406589083,-0.17101198196883116,0.040175039443578635,0.06098823544859368,-0.03384622818001463,0.20091468857455014,-0.10808040546646053,0.1739514028392422,0.026171874689111488,-0.09667186187201335,-0.1354481830062562,-0.027034850523920004,-0.07902228059894,-0.042561001741123004,-0.1310133826320287,-0.06771751559537877,-0.07790646725525954,-0.12820065317666537,-0.002964182693775779,-0.05756789810387212,,,,,
[Contributors Top-10] Average public repositories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.13877695214823385,0.2715515721394734,0.07986441601421072,0.10829265107226414,-0.003508620038020277,0.1819274681940563,0.03948301301616291,0.1175306059305196,0.034775855557581115,-0.016286941124807965,0.13634332222780104,-0.02734752821459521,-0.14296202259015714,0.22779942769202188,0.08345667642467962,0.02017808777355314,0.11923848756801103,-0.04271515851445295,-0.10183283079002642,0.031248674155100072,0.009861934759136956,0.017719754733232188,-0.07116019293513373,0.07164446016362502,-0.11978677555862728,-0.11688105612094199,-0.07562502566885607,-0.1118400951078604,-0.12447516811038563,0.031106984518743566,0.10008569800065459,-0.0809860514323394,-0.04241546470040359,0.11608914922733113,0.046594329056462366,0.0098187095788092,0.008471046747651933,0.039509090721593525,0.15158815003239348,0.14900198334793438,-0.04185445738838202,0.048273404481293525,0.3742724197259633,-0.17681546445293872,0.02095844299760634,-0.04262302315302309,0.08496447190832274,-0.05953471429498354,-0.13165121554097575,-0.035424602446466676,-0.03862027040901754,-0.07049422283552909,0.12497539107869529,-0.12072090530662415,-0.09353657996013529,0.12508211846803302,-0.010288494026675182,0.05900303522788751,0.01890255100548164,0.12766865080751102,0.08968116299436109,-0.01107281702206443,0.18297510898344507,-0.0889494925183102,0.024911980407673742,-0.1228841980154515,-0.09920277832036276,0.09901326607505392,0.08392877395261837,0.09653654108238956,-0.0746307301963212,0.13453779521270937,-0.04424037943296984,0.04567466847630137,0.06538695203656891,-0.04448563872546524,0.08361118270061257,0.16430871671789138,-0.0114784975065195,0.022536676076074284,-0.07183176694587597,-0.044427026669827355,-0.07732390618957592,-0.12987976321239364,0.0015646713069509314,0.0018634617781650138,,,,,
[Contributors Top-10] Average teams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Contributors Top-10] Average stars,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9735927925273273,0.9787538335170974,0.027279788636122952,-0.014347301741208646,0.016751782271335402,-0.037769773777102195,-0.010360492374732747,-0.055925162120435364,-0.11686374669227821,0.1576720399191437,-0.23755025961591306,-0.18945432649909952,0.35997793052109106,-0.16474239873963273,-0.002323105482689978,0.05316077966984113,-0.07072829411257321,0.004329521219711512,-0.03924177284198447,-0.09569737014668238,-0.06477952320351321,-0.07529896624256435,0.08726618060765383,-0.09712736763829852,-0.10908835157241338,-0.12761234882791675,-0.09017090059169164,-0.17837362779836885,0.02028157780083261,0.007671484689100226,-0.06558767794637724,-0.03295790323546011,-0.005588668414931841,0.1122540838055528,0.06176730121908074,0.15200277337271415,0.03345652577476467,-0.03693906832322426,0.030035339897414658,-0.0720183160744421,-0.03818381365110713,0.016138645779000694,-0.10301423862413309,-0.13996921791068553,-0.09133942587555888,-0.0964815872087816,0.066174644664809,-0.07284751500016373,-0.1535042090105546,-0.13360630575487528,-0.08990440512271447,-0.08308574051455936,-0.11910843516956189,0.008931102267258514,0.13332561362431763,-0.0392659773654987,-0.048194066978417036,-0.056087529897937,-0.03967152053256751,-0.06985413104067337,-0.09002421303513988,-0.04755115192298273,-0.09059956501205549,-0.09472909114238749,-0.07234043366339474,-0.068327187037911,-0.05292306248249817,0.05753124118294145,0.075482216355942,-0.08963783309128386,0.14833477799505382,-0.08660608149958779,0.18597116614235734,-0.015554089699759273,-0.055118831195337926,-0.0849851631946641,0.12403321158811696,0.03620578201858793,-0.027190323439752154,-0.10281915253929715,-0.02026600179073656,-0.0785177211295483,-0.08132692917658237,-0.048892811145357616,-7.472849010405274e-05,,,,,
[Contributors Top-10] Average watchers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9628846545843467,0.05962110404508053,-0.013790373511583787,0.0719519102141625,-0.03607923212389528,0.02420950064696304,-0.05218663379009257,-0.13107389888655718,0.18884731341007296,-0.23232116586794155,-0.21868769849716158,0.3382481399901668,-0.14252172484572045,0.012092029056354427,0.08461072714403797,-0.05851933166866185,0.006566193598243954,-0.004743397016362622,-0.0878102735969673,-0.05765663002071496,-0.08053677179332276,0.12587276406851855,-0.1239284097157587,-0.12224089881251184,-0.15042114914124982,-0.11616718530191164,-0.18698616040201965,-0.017525803031852513,0.0671018014913392,-0.08924778587495506,-0.023775216790327406,0.023433175336899204,0.1294617188702454,0.023452574460955056,0.14581582658488518,0.051279675962705405,-0.025345097656004015,0.05566926925348654,-0.0877014619406021,-0.056692761270800814,0.012267908936413116,-0.12430091580054274,-0.10497627378211939,-0.10371823538034308,-0.05165307821912053,0.06310887307262494,-0.08451770187706392,-0.13790941953318847,-0.1279432460171566,-0.08765977513317333,-0.10390891343578686,-0.1296692985680246,-0.016602120509803368,0.10667748289806295,-0.060391148367603474,-0.05821182317313505,-0.06915404122756479,-0.01898201245245814,-0.06112814679280702,-0.0779351012142984,0.043539471877071356,-0.12304084329961697,-0.0841615207153254,-0.10473450006769285,-0.09872019802918898,-0.01628778582586369,0.06326494270260598,0.07498689361164096,-0.09908166139093812,0.16896282300198012,-0.0639138935540917,0.17336133033427192,0.0428946086879018,-0.06879525235221004,-0.07331589217425635,0.12834717056270897,0.009054662489644021,-0.03367185969906116,-0.1013476796944304,-0.01549847650055359,-0.09613573232741492,-0.10196823833862236,-0.05609214499537765,-0.014209200828939091,,,,,
[Contributors Top-10] Average forks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04438086338924101,-0.0043348095119987865,0.02903032865726996,-0.05264849428365224,-0.011232880695270371,-0.04507576013147276,-0.12078707355892429,0.14281440133130294,-0.2313393142725479,-0.19751922699639687,0.2975342479965244,-0.1816362541390648,0.007456792898417619,0.035600118898949706,-0.08454877543814952,0.013153951531101101,-0.033069893743092334,-0.09745137210504377,-0.06883723100861305,-0.07733076657543901,0.08681502074315069,-0.12999494165217754,-0.11455991241764951,-0.14260469172759516,-0.09949585614949807,-0.17340076436847474,-0.002428087238287986,0.027953992044919846,-0.07826691787126841,-0.038664770138413795,-0.015802949740980978,0.11673687814605938,0.03976719187465134,0.1523236106819074,0.04832034840621732,-0.0534195824800562,0.005051682543588517,-0.0813738466877973,-0.0554780637591551,-0.025183216347094892,-0.10605849053719164,-0.1310564589922298,-0.09502890970854426,-0.08045341619694593,0.07097318985623925,-0.07202734254389184,-0.1496857794191039,-0.13169040704029886,-0.08300071293833915,-0.10999659481420587,-0.12450227750104191,0.04219096313081371,0.09679516845568184,-0.05757107214924142,-0.06989833204816906,-0.07200500415584163,-0.048022095839054674,-0.07665038926199413,-0.08927731483303408,-0.04150009340941919,-0.07512399342453485,-0.11432453997318791,-0.0559194422014382,-0.07156904309191445,-0.07077028633841023,0.03153282288969645,0.04681964951455436,-0.0887553306813318,0.13972750737246392,-0.07765579674670434,0.17197775838544826,-0.0024384997382068934,-0.06633368094036442,-0.10754452237743409,0.08063062977403858,0.017045830428576624,-0.027235670078052807,-0.09041186234118807,-0.023224360743591323,-0.07970030900429784,-0.08009144213863162,-0.06292537075296151,-0.04740225617555199,,,,,
